a,b,label
-14.99557528,-11.96319578,0
-12.29725313,-12.68334927,0
-16.41793425,14.04890766,1
6.156771228,6.953179025,1
11.6410395,2.691712476,1
5.617467916,1.489451705,1
9.154461228,4.428819865,1
-4.864751464,15.46258781,0
-4.241238037,23.01457129,0
-5.465320817,19.45657324,0
-19.14627731,11.84858931,1
8.318090093,5.338675362,1
-7.975439227,16.58888384,0
8.118461067,2.723568873,1
6.873355962,1.862250543,1
-14.4000245,-17.31901705,0
-19.77049901,16.00298577,1
-16.61591714,14.40792832,1
-13.87333672,-11.3922443,0
-15.3053138,-15.50167473,0
-5.182697603,20.26316392,0
-17.1722658,10.70642867,1
-3.657963035,20.41358728,0
6.407938625,1.314707735,1
-5.740327578,20.34723186,0
-17.2353939,13.94287034,1
-16.54317114,-10.35201503,0
-6.43520878,15.00114347,0
-6.253699037,17.39642654,0
-14.19929044,-14.01503293,0
-15.4084784,-15.87781948,0
7.946060239,4.342172703,1
10.0423769,4.56964508,1
9.391485552,3.32703994,1
-19.34540274,14.17788777,1
11.363207,5.113427974,1
-0.70377882,16.81714241,0
-18.36332586,16.93146062,1
-17.3005088,12.94468487,1
-16.2116131,-9.366927077,0
-5.663754924,17.52690622,0
12.63254373,2.055325608,1
6.73591967,4.369132503,1
-12.09293885,-15.02071778,0
-3.393343601,20.74105231,0
-3.005809628,16.87478852,0
-5.91142515,19.74136985,0
11.64289311,8.633647474,1
13.08803085,7.198257199,1
-14.53500595,-11.14807478,0
-20.08448281,15.09755919,1
-12.57776571,-14.20044665,0
-3.022375026,12.2360615,0
6.883824814,5.720498921,1
-8.011453756,16.72852439,0
-19.40522604,16.918287,1
-9.687507312,-12.82226303,0
8.379731956,6.460637802,1
9.837925389,4.529466721,1
-14.64582788,16.94002015,1
-14.7716325,-14.11924834,0
-3.357723613,16.3164046,0
-3.786852947,20.43634113,0
-12.61591618,14.19126071,1
-20.89718175,16.15342573,1
-7.077138262,15.32323168,0
10.65093717,3.663042196,1
-15.24376074,14.95806904,1
9.99109557,4.32949416,1
7.523231167,4.146113277,1
9.979357722,1.938230174,1
10.1867751,1.981751299,1
-4.285198754,16.14881268,0
10.36157471,5.698677702,1
-18.35884138,16.69097214,1
-14.24211551,-10.82665407,0
-16.80556288,14.98001638,1
-15.57156089,10.96117202,1
-18.56351435,14.1065051,1
-15.01659488,-18.99648558,0
-6.241430852,15.21525006,0
-15.06618017,-14.53330242,0
-20.37923632,14.04678826,1
9.368475267,0.454924502,1
8.168664113,4.355117431,1
-17.50070842,13.76649656,1
-16.36618826,15.16104072,1
-19.28287718,13.18333121,1
-6.455283689,17.60167795,0
7.588411463,3.918141436,1
10.43448472,3.689020475,1
-16.48746637,-14.82397469,0
-13.8858023,-15.07971647,0
-3.392671008,19.28782994,0
10.66529574,6.1580055,1
-11.71598395,-10.88748312,0
7.095474486,3.438987213,1
-13.64352629,-14.29140445,0
-11.85108418,-11.32325876,0
-13.06701972,-12.77619063,0
8.879052517,4.410023552,1
-21.07791001,13.1775594,1
-14.47645982,17.70370896,1
7.58605574,6.445577178,1
-12.84460582,-9.563776237,0
-5.918526189,19.27427212,0
10.13639106,4.10065236,1
-19.92304562,18.73835493,1
-14.86042852,-12.74084072,0
-13.21323295,-17.90949926,0
-16.61129062,-12.97247275,0
-16.35158345,13.00133403,1
-20.65237892,12.39667363,1
-15.62253466,13.35130125,1
-7.48709299,16.84364374,0
-5.891923721,14.81541805,0
12.18161277,7.560732655,1
-18.2808496,17.82184704,1
-16.55926495,13.83776879,1
-18.47354606,13.75375974,1
-13.60810164,-11.6624909,0
-12.37140792,-12.32704051,0
-15.5272521,-13.4952249,0
8.876774605,3.933296737,1
9.088829178,0.393846701,1
-6.26369397,18.41778717,0
-15.71785484,-13.43349848,0
8.598560259,4.946625434,1
9.052796381,4.389456315,1
-15.45869623,-14.72618704,0
-4.498629658,19.592218,0
9.742649518,5.239318443,1
-20.74185198,15.18565821,1
-19.27153175,16.79610541,1
-8.690805992,19.04455491,0
6.750760859,0.360126463,1
-1.790972708,18.93564086,0
-11.17773753,-8.584401239,0
9.670721136,3.748648965,1
-15.28243011,-14.3722471,0
-21.81340694,14.82583639,1
-12.80807751,-17.25401057,0
-17.43629163,-11.96398454,0
8.289826712,2.951194371,1
-14.03627887,-14.60799927,0
-14.97439197,-10.62385433,0
10.96372506,3.207924967,1
-18.05111016,16.71236086,1
-17.14914434,13.52944669,1
-9.935243444,-11.43209888,0
-9.825420457,-13.83850724,0
9.661028855,5.828960529,1
-15.68795247,16.45158863,1
8.31140977,2.013846728,1
-14.55348505,-13.84316274,0
-17.95332608,13.89219903,1
-12.6657577,13.74376365,1
-12.38611889,-12.27807163,0
-4.596360312,17.83514603,0
-13.97319732,-9.875727997,0
-12.53458995,-15.71739597,0
-6.654793013,18.02182334,0
10.20617026,1.212063755,1
-18.13822782,13.05307249,1
10.25436815,6.090199098,1
-14.51025446,-12.36129069,0
-3.753579768,19.97368116,0
-16.04172126,12.82012867,1
-17.61452866,14.32351127,1
11.46148101,3.020460344,1
-15.3636532,-16.05453821,0
-13.59437085,-14.49885673,0
-3.654291115,21.00306457,0
8.230432858,4.933649063,1
-15.54996313,-11.6345118,0
7.971960896,4.000966128,1
-13.80296788,-12.34575644,0
8.55352435,-0.068574354,1
-1.728459819,17.53050018,0
-3.709663933,17.91740291,0
-2.179189237,16.82772512,0
-6.221130534,18.66813612,0
-17.34617541,14.67208956,1
6.88618038,5.733734747,1
-3.988324712,19.05614416,0
-17.74653851,12.83239271,1
-16.4658465,15.59232536,1
-11.36065524,-13.82477297,0
-15.56073409,14.8107345,1
9.000963271,5.425645671,1
-3.191225994,16.42221436,0
-7.506121717,16.64276186,0
-5.479196675,16.18010597,0
-2.237980148,19.14419287,0
9.150380462,4.092087564,1
-6.110884143,18.81218027,0
9.541137721,3.663287861,1
-14.8809669,17.02939192,1
11.8718838,1.732025734,1
-3.276145839,17.37652519,0
-12.64721019,-14.94278876,0
-19.65170144,16.12968546,1
-18.48496983,14.65063558,1
-16.60796109,11.11021498,1
-17.06257704,14.54457416,1
-18.06261825,11.08281567,1
-4.465013647,19.68293875,0
-12.85732911,-11.74675904,0
-19.19625978,13.22701495,1
-17.55859494,-14.01674615,0
-17.24121911,12.99774515,1
-19.52682475,13.74664205,1
-4.441007988,18.54921593,0
-12.75425499,-15.54171691,0
-16.85728483,13.45305865,1
-11.21712373,-15.72034379,0
-16.75987749,12.43749648,1
-14.17659112,-14.38555608,0
-17.02266649,12.97679682,1
-21.98954627,13.90453109,1
-10.61178595,-12.84684317,0
-3.068155779,17.73445749,0
-14.22910293,-15.54724937,0
-13.93342383,-10.00047009,0
-6.265933167,21.85663496,0
8.934154198,5.490179678,1
10.25183025,0.85173139,1
12.2980197,5.157551833,1
-17.39346394,15.59756304,1
-2.124439477,18.42168181,0
-3.367562548,19.65559153,0
-5.633951716,18.46687291,0
-17.90378064,14.53534147,1
-6.316950336,15.58069172,0
-19.63854897,13.10541857,1
10.67056262,1.664322348,1
10.13144499,4.78275088,1
10.68877075,5.524452743,1
9.730285907,5.331784878,1
8.360444128,1.786654472,1
-7.125760084,15.89296641,0
-2.954706167,15.05745151,0
11.29464562,1.436494032,1
-11.40274869,-12.94394736,0
11.06566541,7.605579771,1
-14.2134664,-14.04373429,0
-16.14300379,-9.873161424,0
-4.250264348,17.96318276,0
-10.89695015,-14.28029169,0
-14.0276148,-12.7215017,0
8.868038811,2.453182675,1
5.691972677,1.235444362,1
-17.63666454,13.84739236,1
-19.36965112,15.86294097,1
-4.09845096,16.67314152,0
-14.74237826,-16.5856707,0
-3.117780062,21.449799,0
-13.39063625,-14.60027464,0
-5.968285868,16.72191379,0
-12.86529095,-15.03739084,0
-4.95022831,16.48862579,0
6.698634829,3.659821537,1
8.085809099,-0.834269367,1
-4.688873564,18.13034766,0
12.14993247,3.25173479,1
7.647323183,4.102625494,1
10.98469496,1.487972172,1
10.97991634,4.781700872,1
-15.93354358,15.30138694,1
-14.43488457,-15.01506066,0
-9.853039986,-12.38630592,0
7.290900629,4.445435747,1
-3.983077205,16.57708463,0
14.13319065,4.812259019,1
-19.83948227,15.31874036,1
-4.341402431,17.19799643,0
-11.42423474,-15.20814865,0
8.360228441,5.033121024,1
-6.209717834,20.77744844,0
9.87100665,0.913054269,1
9.438953397,5.05445491,1
-16.43993438,17.55824679,1
-8.620510714,16.94322466,0
-3.530011303,17.66612391,0
-15.32445158,-12.34615447,0
-14.33506654,-13.27014186,0
-13.3575642,-13.55863704,0
9.212532543,4.855821192,1
-5.648933735,19.5465107,0
-17.82913355,17.64080638,1
-13.46839995,-15.16763999,0
-17.54988873,13.1902652,1
-19.48196423,20.0437035,1
-18.54693301,12.0172885,1
-14.27713198,-14.13593799,0
-17.24327732,15.23837693,1
-19.08687655,11.94783532,1
9.778374864,6.036516316,1
7.820552733,4.669174002,1
-11.67734603,-16.290736,0
-13.88640146,-16.66207497,0
-13.0866986,-15.23427791,0
12.18630862,3.78987805,1
-14.80898984,11.89245485,1
-16.15869212,15.54320251,1
-12.683718,-13.14744022,0
-17.64808109,16.46893464,1
-14.61189475,15.48811924,1
-15.25113864,-15.08330207,0
-5.904959748,16.25896683,0
-17.81710275,14.07282682,1
13.2538799,2.884397572,1
-1.923384843,21.6203276,0
-0.867873501,16.65019662,0
-6.310323604,16.43018824,0
11.4101016,6.851572859,1
-6.243269995,18.75157931,0
-5.802611552,15.10154236,0
-12.98608192,-11.04162399,0
-15.770303,16.22519623,1
-15.40101223,-14.61382758,0
-10.41216853,17.91998252,0
-14.78705564,-16.15812198,0
10.51753027,7.223058832,1
7.653728928,5.592899199,1
-7.710137093,16.39005654,0
10.26261658,5.085860082,1
-3.748952309,20.24797194,0
-4.323042279,17.05411513,0
8.071796421,3.487242057,1
-15.19967842,-16.01152912,0
-18.14445111,14.25485941,1
10.30007261,6.491479694,1
-13.03977643,-14.75748698,0
-3.6019664,18.49500452,0
-17.40077494,-15.17176615,0
-0.893345408,15.89350643,0
-3.368198717,16.29431182,0
-14.93496699,-13.29899749,0
-16.08379478,17.97501839,1
13.07529171,2.050553933,1
-2.983072312,18.57156288,0
-15.13742899,12.15674468,1
-8.21464395,18.95291759,0
-15.56031533,15.58806553,1
-15.14399498,16.06691133,1
-2.546830862,15.8864649,0
13.64795114,5.087353785,1
-18.29114796,17.385235,1
-15.38031164,-12.04626811,0
9.484726957,2.980684186,1
-10.6003786,-14.98373847,0
-8.774886385,-14.31046204,0
-16.83924636,14.61909937,1
-4.567779402,17.2895184,0
7.794789207,2.975727697,1
-5.537577949,15.02228635,0
-5.273493487,21.05088212,0
-20.05453775,15.53056713,1
-3.95878689,20.9117095,0
-14.02526071,-16.40200375,0
-5.6368134,16.52425945,0
-6.88927265,20.20053649,0
-15.73176752,16.39262066,1
6.549714082,5.349328932,1
-14.85394179,16.21773704,1
-13.98092152,17.02810512,1
-15.04793492,-19.2384996,0
-10.57089847,-13.55314288,0
-13.69573547,-13.60887211,0
-15.61744679,18.61198673,1
8.578058812,-0.490356152,1
-14.8093883,10.92771975,1
-7.86201658,21.03123956,0
-15.87123401,-15.86032877,0
-19.11979368,14.9247579,1
12.23362652,1.610780265,1
-14.7843226,-15.36327437,0
8.019707713,5.410250373,1
11.23538877,-0.264954516,1
-6.203183095,16.30059072,0
7.943067283,3.824188025,1
-18.76349637,17.17475771,1
7.93478648,4.39288104,1
11.84794926,-0.906444773,1
-6.10662325,17.70298644,0
9.641883158,6.552895443,1
-18.32988307,18.61780662,1
-16.37480751,-14.45042738,0
-16.38284647,13.27816503,1
-15.8776778,-14.76074122,0
-16.56399295,-9.578030641,0
-3.504418013,16.18424161,0
-18.39346266,12.19704605,1
-6.271829695,19.7533592,0
-19.52898204,12.22817517,1
-13.27999935,-12.29411062,0
-13.60010731,-12.24257035,0
10.83845568,3.868300329,1
-4.656352129,15.43490836,0
-5.535987371,21.2258666,0
-18.27568559,12.17563979,1
-12.26068927,-14.9551769,0
-15.83056586,15.45923387,1
-21.16572129,13.26649336,1
-4.181598804,20.83176944,0
-2.816475976,21.94526716,0
-17.03903883,14.60520376,1
-6.967758587,19.60274146,0
-14.62700131,-10.31590899,0
-16.54357354,13.35010743,1
-5.703824279,16.42401772,0
-4.86648471,19.51393709,0
-14.99280511,-16.45621076,0
-17.04671177,15.07701147,1
-18.32016092,14.58208376,1
-13.35448764,-16.87412136,0
7.92247155,3.309864312,1
-18.65787998,14.08152718,1
10.47263995,2.677767673,1
6.346187291,2.943535074,1
-20.3576328,14.00739328,1
-17.32050573,-10.75475053,0
-21.21276895,14.68613752,1
-9.963479797,-13.98784426,0
-6.368751796,17.73953491,0
-14.36121501,-15.02309324,0
-3.71799289,17.83022053,0
-19.85404233,15.76999109,1
-13.57250889,11.23512764,1
-5.876999695,16.6437303,0
-15.38805076,-10.75853313,0
-7.393592084,18.64821368,0
9.700959351,2.969387208,1
-12.69052459,-13.57803197,0
-2.646986937,19.46647888,0
-14.0989591,-10.48673926,0
-16.43239138,-11.08690447,0
-15.9874171,-15.02208085,0
-2.885045867,20.36716344,0
-16.17477317,-12.14199361,0
12.60722334,4.556825621,1
-19.18447951,-14.05913057,0
9.399929662,4.722963379,1
-13.79326653,-12.75017701,0
-6.326546612,14.36730646,0
-17.2579578,14.55695759,1
8.095045761,4.19343476,1
-17.36196238,16.60005901,1
-13.94319131,-15.92404792,0
12.77603181,6.026463008,1
-2.541829103,18.07111541,0
-12.12050785,-12.91244022,0
-18.62987905,-12.39189277,0
-13.24799563,11.95162737,1
-19.48908618,14.93100566,1
-2.016875665,19.72901574,0
12.89837037,3.510247577,1
-13.82944732,-15.468085,0
-19.20017625,14.04765372,1
7.842092897,5.436349994,1
-12.61436377,-12.96612585,0
-18.47175291,11.87800979,1
9.174948771,7.3545504,1
-5.47135303,18.76330327,0
-17.70070357,14.16793411,1
10.02396862,4.724657759,1
-5.745619671,17.91468101,0
-0.126891287,18.28701462,0
-3.625620351,19.93918267,0
-20.19478534,12.63641558,1
-16.70718622,14.04344884,1
-6.590367311,15.26648305,0
-13.34561261,16.75628709,1
-12.11104859,-14.08851801,0
-14.13565926,-13.96739289,0
-19.55358972,13.55423059,1
-18.75960153,14.44303327,1
-18.21339311,14.80962868,1
-3.374274926,21.82215822,0
-12.02821466,13.93863305,1
-18.82585923,13.9754886,1
-5.368314759,16.51708194,0
7.734438782,5.606722992,1
9.578484637,4.67461996,1
-18.99072599,16.6361623,1
-18.54193055,19.01850706,1
11.0042047,1.113885256,1
-17.28022086,15.29756483,1
-19.69104549,14.98350691,1
-16.40101109,-12.2174156,0
6.003699558,0.373588437,1
9.397726116,4.840084369,1
-5.069503388,20.37403029,0
-18.04523352,14.23536611,1
-17.75915177,18.96528814,1
6.901830833,3.84657906,1
-1.753572638,15.1682895,0
-7.153636105,17.74381329,0
-8.470008704,16.67344295,0
-6.372239247,19.25192483,0
-5.536479538,17.63587256,0
9.901977655,0.167040784,1
-19.45634506,12.72548671,1
-14.10260169,-11.56324943,0
-4.366129202,15.5263451,0
-13.4379545,-12.43569322,0
-3.544707452,17.46591714,0
-14.11084431,14.15236506,1
-13.32193577,-14.65286022,0
-17.93441027,13.62885822,1
-14.187555,-12.08591021,0
-7.519210714,19.23760291,0
-7.320382401,18.77996829,0
-2.861033579,17.95155532,0
-17.08478903,14.9179035,1
-2.615967402,17.21242151,0
-11.27244279,-11.30415877,0
-14.25720169,-13.13196019,0
-17.96638902,15.458694,1
8.88836061,6.066518848,1
-4.969374898,19.02456884,0
-17.16840014,16.04114779,1
-15.83747672,-10.38512308,0
-4.375680815,18.87241376,0
7.715750687,2.426933133,1
-2.766294745,17.92578481,0
-17.28984278,14.76642959,1
-7.050038884,18.15193196,0
-5.512750011,16.66460376,0
11.12336068,4.911715142,1
5.898414417,1.989340276,1
-13.26371755,14.806345,1
9.941460282,6.848342244,1
7.635605649,1.507770435,1
6.241065522,-1.717971828,1
-17.34337972,16.76694617,1
-12.99438775,-16.38454559,0
-6.983370033,17.57930596,0
-3.043726213,17.87667021,0
-14.36963207,-11.6663956,0
-14.62303019,18.45216224,1
5.242781944,4.23646686,1
-17.66389243,10.95052877,1
14.79019316,3.33511814,1
10.22583424,2.655195224,1
-18.54125788,15.11050772,1
-15.2694994,11.6684773,1
-13.48119701,-13.85046497,0
-8.16014755,15.77503732,0
8.444896908,4.634447211,1
7.552770463,3.88393239,1
6.241936022,-1.315120906,1
-16.07313718,-13.11520987,0
7.809355603,7.258755872,1
-3.59647531,18.91709888,0
9.69869784,1.977271267,1
-15.90944194,11.91464916,1
-2.61756743,16.7147837,0
10.54707972,2.549940019,1
-14.10494573,-14.63174818,0
-17.29620907,13.88779684,1
-16.23221096,-11.21133873,0
-19.29534888,12.59559904,1
-17.79023271,12.86617433,1
-18.93084116,14.56521076,1
7.018527003,5.191761816,1
-14.49260572,13.47156989,1
-16.65806487,13.4149034,1
9.086510332,3.114405512,1
-7.376474828,20.40393103,0
6.565886533,4.392645477,1
-3.880429088,21.2853655,0
7.162876405,-1.049782667,1
-12.26603165,-13.10906355,0
-2.897975431,23.54789233,0
6.392549148,2.980519689,1
-15.19028035,-11.51722076,0
-12.74778352,-13.93362146,0
-15.48721408,-14.01328435,0
-4.590207758,15.5370947,0
-5.801911544,16.18375189,0
9.832920684,3.96345153,1
-12.50638504,-13.92003609,0
11.80717103,2.253707413,1
-5.953797649,18.72158002,0
8.979876234,1.080035739,1
-13.8688111,-15.60504516,0
-18.49420969,-13.05267792,0
-14.88764674,-16.74829477,0
11.68028117,3.020016644,1
13.3928448,1.684562497,1
9.315791417,4.89160006,1
11.07389007,6.49608945,1
-8.575835744,21.02066088,0
-4.364540499,17.5903712,0
7.339509152,3.151223837,1
-14.52223321,-16.40120607,0
-20.52618682,14.22214243,1
-15.54674642,-14.53614912,0
-16.88482707,14.41270182,1
7.381924631,7.441065764,1
-18.74094329,13.86990939,1
-20.56769181,15.37087437,1
9.181963306,1.135959674,1
-17.91869758,16.10138835,1
-17.37334097,12.59953394,1
9.370740625,5.063012214,1
-5.413072087,17.72602569,0
-12.20679737,-14.72808608,0
-20.20258139,10.82472718,1
-19.17809618,16.23246787,1
-4.364905717,18.62952098,0
-5.117322665,19.37821124,0
-18.10704816,16.93384205,1
9.935400018,5.794879647,1
-3.672672774,19.21220052,0
-11.48735869,-14.06821452,0
-4.59200199,16.52463359,0
-15.02205949,-13.65516645,0
11.10730092,0.854879794,1
-13.03851695,-15.58150936,0
-16.85352407,12.76423949,1
-6.269520649,18.82017932,0
-19.45437491,14.32754884,1
-17.19459868,-13.28793437,0
9.261180549,4.560301513,1
-21.69708882,11.99914366,1
-15.61569432,-11.27336263,0
-10.25788545,19.67237727,0
-13.3491037,-17.00698425,0
-17.56860377,-10.8713948,0
-16.31197795,16.54019984,1
-13.16878923,-14.23668654,0
11.10248312,4.15784695,1
5.966511257,2.897443095,1
-14.32811398,12.84520359,1
-10.20827268,-16.71861122,0
-3.699903909,19.90371253,0
-9.896029563,17.76001393,0
5.179042758,5.424700357,1
-13.28680709,-15.63853033,0
8.452546606,7.721714683,1
7.478414907,2.017939225,1
-17.28130438,9.603836228,1
10.70518173,0.180038952,1
-20.98114087,16.58095912,1
11.7161471,6.061075979,1
-18.22266901,15.8170885,1
-8.876810937,-12.88596563,0
-6.133378816,15.2889663,0
6.956189985,3.380061574,1
11.20036727,4.871306616,1
5.128581654,3.774199982,1
-15.98889876,-11.36639729,0
5.901391597,3.003811886,1
-14.5885154,-15.20882425,0
-14.42974255,-16.44234861,0
-17.37638421,16.07200936,1
-18.83307971,15.23732779,1
12.6142059,6.992816611,1
9.947477606,6.809072932,1
-5.516323543,19.97171416,0
-15.98831901,-17.23862949,0
10.26916898,4.713209431,1
-16.35939161,15.11143484,1
9.078806231,3.831557962,1
-5.172598665,18.71087621,0
9.76707212,1.765922554,1
-12.76106275,-17.14476085,0
-17.14769214,14.77445055,1
-15.89292947,12.42045616,1
7.199370233,7.836729516,1
-4.160762245,19.41478347,0
-14.80830144,11.16819534,1
-11.94616607,-13.61571509,0
8.767398167,3.463344476,1
10.15170845,-1.118152803,1
-12.23824214,-17.24611425,0
7.398959839,2.824817554,1
-12.03416741,-17.15016606,0
-15.29298246,-13.62407465,0
-6.564150582,18.84267683,0
-3.316599322,17.75382868,0
-18.5395668,10.4068714,1
-5.756949525,18.31534919,0
-3.112145155,19.0547431,0
-14.09585523,-12.56201252,0
-14.17322356,-15.82226974,0
-13.72849814,15.40157235,1
-12.25241546,-14.98929675,0
9.747806581,3.449282132,1
-6.948242167,19.40067518,0
10.6919155,3.460976814,1
-20.6711203,16.10006908,1
-14.37738686,-12.95057237,0
-2.062607157,16.99203182,0
-6.428418958,17.9170341,0
-15.85962746,-15.70481568,0
10.09928326,2.224163548,1
-2.254077264,19.32599203,0
6.705430535,1.152102998,1
-6.026754908,17.86552691,0
-2.17738675,16.88707967,0
-18.53473001,11.23747402,1
11.48140047,6.069081298,1
-4.281048628,17.24189463,0
-2.383607115,18.42377147,0
-4.370227307,17.2584077,0
-13.83904315,-16.56869832,0
-15.79077827,15.00955373,1
-12.61841204,-14.42308193,0
-17.54507822,17.97290873,1
-19.40303494,18.7273136,1
-11.4156341,-10.76402392,0
8.479959548,4.484928873,1
-7.41016137,18.91777759,0
-12.77636336,-14.21838125,0
-14.65055499,-9.652581806,0
-5.379355073,24.41478739,0
-15.29338929,-14.96789578,0
-4.834873693,14.05343443,0
7.721572194,4.352811277,1
8.548745798,3.643740927,1
-15.15495647,15.88037378,1
-4.048929612,16.33585895,0
9.486633931,8.030491448,1
7.227019257,6.406340513,1
-12.88028229,-13.95683888,0
-9.77518111,-10.09242609,0
-6.169670899,18.27259189,0
15.58387114,1.699351301,1
-15.82318695,-14.6407376,0
-6.676385268,16.90821018,0
-19.72936276,17.8259284,1
-20.91099929,15.33967125,1
-3.228008806,19.29891586,0
-9.322026049,16.59026562,0
-3.677434012,15.88485779,0
-6.455209777,19.81842101,0
-13.63195626,-14.50377721,0
-11.29244223,-13.77559718,0
-20.92689803,14.81286954,1
-8.710770971,16.16955054,0
-17.37333717,-14.30990979,0
12.80213392,3.945712023,1
-19.77753077,16.33928277,1
-16.43076745,15.93012912,1
-7.263839289,18.79339175,0
-3.631437422,17.24454698,0
12.90657307,3.260581645,1
11.27502183,3.372750896,1
-3.828886563,19.73540337,0
-4.237465546,17.82212875,0
-15.33533225,11.33659641,1
9.948110507,3.63582127,1
-15.25819422,14.59847284,1
-16.7723049,-15.76880031,0
10.58436998,0.683669147,1
-17.32544841,14.34314358,1
-12.38338844,-14.98618573,0
